bedrooms,bathrooms,size_sqm,plot_size_sqm,age_years,distance_to_cbd_km,gated_community,has_pool,has_garage,has_backup_power,has_borehole,price_ghs,city_Cape Coast,city_Kumasi,city_Takoradi,city_Tamale,city_Tema,property_type_Detached House,property_type_Semi-Detached,property_type_Townhouse,price_per_sqm_proxy,total_rooms,is_far_from_cbd
3,3,165.6,302.9,16,9.32,0,0,0,0,1,1467213.18,False,False,False,False,False,True,False,False,165.6,6,0
3,3,174.3,0.0,14,6.36,1,0,1,0,1,531095.69,False,False,False,True,False,False,False,False,174.3,6,0
3,3,192.8,427.5,18,6.29,1,0,1,0,0,998344.03,False,False,True,False,False,True,False,False,192.8,6,0
3,3,166.0,396.4,27,6.96,0,0,0,0,1,847751.42,False,True,False,False,False,True,False,False,166.0,6,0
3,2,213.0,319.5,3,1.47,0,0,0,0,1,739091.48,False,False,False,True,False,True,False,False,213.0,5,0
6,5,280.0,387.3,21,16.21,0,0,1,0,0,1053717.99,True,False,False,False,False,True,False,False,280.0,11,1
4,3,254.9,0.0,4,2.92,0,0,0,0,1,1967253.63,False,False,False,False,False,False,False,False,254.9,7,0
3,2,197.2,346.5,15,9.78,0,0,1,0,0,1675535.31,False,False,False,False,False,True,False,False,197.2,5,0
3,2,158.6,197.7,6,15.23,1,0,1,0,1,850590.57,True,False,False,False,False,True,False,False,158.6,5,1
2,1,162.1,0.0,14,17.77,0,0,0,1,1,996057.67,False,False,False,False,False,False,False,False,162.1,3,1
3,3,209.1,377.2,7,2.87,0,0,0,1,0,2064983.65,False,False,False,False,False,False,False,True,209.1,6,0
2,1,133.1,0.0,0,0.66,0,0,0,0,0,693573.83,False,True,False,False,False,False,False,False,133.1,3,0
5,4,262.7,583.4,29,28.96,0,0,1,0,0,819362.71,False,True,False,False,False,True,False,False,262.7,9,1
3,2,192.0,0.0,6,7.75,0,0,0,0,1,987018.55,False,False,False,False,True,False,False,False,192.0,5,0
2,2,137.0,259.9,15,4.13,0,0,1,1,1,1001755.47,False,False,True,False,False,True,False,False,137.0,4,0
4,4,199.2,0.0,9,10.41,0,0,0,1,0,1521810.37,False,False,False,False,False,False,False,False,199.2,8,0
4,3,212.7,493.8,5,16.78,0,0,0,0,0,1274280.98,False,False,False,False,True,True,False,False,212.7,7,1
6,5,245.7,305.9,12,2.03,0,0,0,0,1,2307894.76,False,False,False,False,True,True,False,False,245.7,11,0
3,2,122.4,0.0,1,7.12,1,0,0,1,0,1262391.07,False,False,False,False,False,False,False,False,122.4,5,0
3,3,190.8,0.0,19,1.35,1,0,0,1,0,1592979.42,False,False,False,False,False,False,False,False,190.8,6,0
2,2,135.2,0.0,25,19.79,1,0,0,0,0,635421.45,False,False,False,False,False,False,False,False,135.2,4,1
3,3,193.6,309.0,12,16.82,1,0,1,0,0,1486669.22,False,False,False,False,False,False,False,True,193.6,6,1
5,4,239.5,288.4,22,1.42,0,0,1,1,1,811159.31,False,False,False,True,False,False,False,True,239.5,9,0
4,4,189.7,0.0,21,20.1,0,0,0,1,1,732522.99,False,False,False,False,False,False,False,False,189.7,8,1
3,3,196.5,438.1,18,7.6,1,0,1,0,1,1238855.58,False,True,False,False,False,False,False,True,196.5,6,0
4,4,177.0,0.0,2,4.45,0,0,0,0,1,751279.71,False,False,True,False,False,False,False,False,177.0,8,0
6,5,277.2,576.0,13,1.16,1,1,1,1,1,2572119.66,False,False,False,False,True,True,False,False,277.2,11,0
3,3,202.7,290.7,15,7.98,0,1,0,1,1,2127527.23,False,False,False,False,False,False,False,True,202.7,6,0
4,3,211.0,257.1,21,7.07,0,1,1,1,1,814388.6,False,False,True,False,False,False,False,True,211.0,7,0
1,1,119.7,0.0,21,3.02,0,0,1,1,1,510352.82,False,False,False,False,True,False,False,False,119.7,2,0
3,2,176.5,0.0,16,1.71,0,0,0,1,1,543703.02,False,False,False,True,False,False,False,False,176.5,5,0
4,3,205.6,0.0,4,5.52,0,0,0,0,0,1753680.04,False,False,False,False,False,False,False,False,205.6,7,0
3,2,181.7,384.1,12,8.99,1,0,1,0,1,659594.24,True,False,False,False,False,False,True,False,181.7,5,0
4,4,203.2,258.9,0,19.66,0,0,1,1,0,522534.54,False,False,False,True,False,False,False,True,203.2,8,1
2,2,106.6,176.1,11,15.52,1,0,1,1,0,1188241.17,False,False,False,False,False,True,False,False,106.6,4,1
4,3,241.6,359.8,19,6.74,1,0,1,0,1,1720815.51,False,False,False,False,False,False,True,False,241.6,7,0
4,4,239.6,0.0,26,1.29,1,0,0,0,1,1758948.12,False,False,False,False,False,False,False,False,239.6,8,0
4,4,218.0,0.0,27,5.06,0,0,0,0,0,709074.2,False,False,True,False,False,False,False,False,218.0,8,0
4,3,205.5,323.5,7,21.18,0,0,1,1,1,1012502.71,False,True,False,False,False,True,False,False,205.5,7,1
5,5,242.2,0.0,7,6.69,0,0,0,0,0,749993.0,True,False,False,False,False,False,False,False,242.2,10,0
4,4,196.9,408.9,14,3.88,0,0,1,0,1,1174136.71,False,True,False,False,False,False,False,True,196.9,8,0
2,1,188.1,0.0,7,5.23,0,0,0,0,1,1204406.13,False,False,False,False,False,False,False,False,188.1,3,0
2,2,107.8,0.0,20,3.37,0,0,1,0,1,690942.89,False,False,False,False,False,False,False,False,107.8,4,0
2,2,107.7,172.0,9,4.96,1,0,1,1,0,684636.62,False,False,True,False,False,False,False,True,107.7,4,0
4,3,210.5,298.2,28,1.27,1,0,1,0,0,1372661.65,False,True,False,False,False,False,False,True,210.5,7,0
4,4,212.3,346.0,26,8.85,0,1,0,0,0,756372.67,False,True,False,False,False,False,False,True,212.3,8,0
3,3,205.9,0.0,24,27.79,0,0,1,1,0,685001.23,False,False,False,False,False,False,False,False,205.9,6,1
1,1,106.0,0.0,10,2.42,0,0,0,0,1,791885.94,False,False,False,False,True,False,False,False,106.0,2,0
6,5,276.1,0.0,29,4.38,0,0,1,0,1,536509.83,False,False,False,True,False,False,False,False,276.1,11,0
4,4,161.8,273.0,16,11.55,1,1,1,0,1,897422.1,False,True,False,False,False,True,False,False,161.8,8,0
4,3,163.4,0.0,20,31.13,1,0,0,0,1,576494.5,False,False,False,False,True,False,False,False,163.4,7,1
2,1,162.0,385.6,11,0.53,1,0,0,1,0,775866.13,True,False,False,False,False,False,False,True,162.0,3,0
3,3,208.4,318.9,15,0.73,0,0,0,0,0,983807.25,False,True,False,False,False,False,True,False,208.4,6,0
4,4,216.6,306.8,14,20.42,1,0,0,0,1,869035.91,False,True,False,False,False,False,False,True,216.6,8,1
4,3,201.8,244.2,1,6.56,0,0,1,0,0,923905.58,False,False,False,True,False,True,False,False,201.8,7,0
4,4,225.3,287.3,2,16.68,0,0,1,0,1,1905046.36,False,False,False,False,True,True,False,False,225.3,8,1
5,5,247.5,0.0,14,8.52,0,0,0,1,0,1196453.61,False,False,False,False,True,False,False,False,247.5,10,0
3,3,164.2,318.5,22,17.9,0,0,1,0,1,494499.21,True,False,False,False,False,True,False,False,164.2,6,1
3,3,161.5,227.1,26,8.79,0,0,1,0,0,700094.46,False,True,False,False,False,True,False,False,161.5,6,0
6,6,257.0,493.5,27,1.19,0,0,0,0,1,984370.98,True,False,False,False,False,True,False,False,257.0,12,0
4,4,203.6,266.3,24,9.38,1,0,1,0,0,1635469.96,False,False,False,False,False,False,False,True,203.6,8,0
5,4,221.1,341.5,6,4.51,1,0,1,1,1,2580154.09,False,False,False,False,False,False,False,True,221.1,9,0
4,4,192.4,235.9,8,4.92,0,0,0,0,1,623663.57,True,False,False,False,False,False,True,False,192.4,8,0
2,2,137.8,276.9,13,13.62,0,0,1,0,0,652171.76,False,False,False,False,True,False,True,False,137.8,4,0
3,3,200.9,305.0,29,7.96,0,0,1,0,0,1635594.06,False,False,False,False,False,True,False,False,200.9,6,0
4,3,212.3,461.0,21,3.33,0,0,0,1,0,1381489.8,False,False,False,False,False,False,False,True,212.3,7,0
3,3,149.9,203.6,25,1.96,1,0,0,0,1,921338.09,False,False,True,False,False,True,False,False,149.9,6,0
5,5,247.9,0.0,2,7.49,0,0,1,0,1,870583.72,True,False,False,False,False,False,False,False,247.9,10,0
2,2,94.0,123.9,24,7.67,1,0,1,0,0,336476.09,False,False,True,False,False,False,True,False,94.0,4,0
4,3,173.0,0.0,22,5.07,0,0,0,0,1,1025163.19,False,False,False,False,False,False,False,False,173.0,7,0
5,5,264.7,0.0,14,4.48,0,0,0,0,0,1115436.29,False,True,False,False,False,False,False,False,264.7,10,0
3,3,198.2,0.0,5,14.39,0,0,1,0,1,1350583.19,False,False,False,False,False,False,False,False,198.2,6,0
2,1,130.6,0.0,5,7.12,1,0,0,0,0,649366.56,False,True,False,False,False,False,False,False,130.6,3,0
4,4,174.7,0.0,8,9.16,1,0,0,0,1,1362420.37,False,False,False,False,False,False,False,False,174.7,8,0
5,5,230.3,380.6,10,13.42,0,0,1,1,0,947710.1,True,False,False,False,False,False,False,True,230.3,10,0
3,3,135.1,0.0,21,6.46,0,0,0,0,1,714369.31,False,False,False,False,False,False,False,False,135.1,6,0
3,2,214.4,0.0,8,12.07,0,0,0,0,0,1242931.6,False,False,False,False,False,False,False,False,214.4,5,0
4,4,218.6,0.0,26,22.58,1,0,1,0,0,546066.88,False,True,False,False,False,False,False,False,218.6,8,1
3,3,146.1,184.4,20,6.25,1,0,1,0,0,724182.77,False,False,False,True,False,True,False,False,146.1,6,0
3,2,165.0,349.2,11,2.17,0,0,1,0,1,1410866.97,False,True,False,False,False,True,False,False,165.0,5,0
3,3,159.1,0.0,21,0.82,0,0,0,1,1,734686.14,False,True,False,False,False,False,False,False,159.1,6,0
4,4,205.5,0.0,18,8.38,0,0,0,0,1,1130231.09,False,False,False,False,False,False,False,False,205.5,8,0
4,3,229.5,344.3,28,46.58,0,0,1,0,1,796963.44,False,False,False,False,False,False,True,False,229.5,7,1
3,3,148.6,332.6,24,2.39,1,0,1,0,0,768135.68,False,True,False,False,False,False,True,False,148.6,6,0
2,2,195.4,457.2,6,2.04,0,0,1,0,1,1804093.8,False,False,False,False,False,False,False,True,195.4,4,0
1,1,89.6,129.2,20,4.69,1,0,1,1,1,902543.21,False,False,False,False,False,False,False,True,89.6,2,0
3,3,160.2,234.4,29,3.02,1,0,0,0,0,1054033.13,False,True,False,False,False,True,False,False,160.2,6,0
3,3,203.3,305.4,26,10.57,0,0,0,1,0,1793730.12,False,False,False,False,False,True,False,False,203.3,6,0
3,3,166.9,0.0,25,4.73,0,0,1,0,1,1023270.28,False,False,False,False,False,False,False,False,166.9,6,0
3,3,157.5,0.0,24,1.5,1,0,1,0,1,1289189.27,False,False,False,False,False,False,False,False,157.5,6,0
3,3,184.8,0.0,5,6.16,0,0,0,0,1,685342.15,False,False,True,False,False,False,False,False,184.8,6,0
6,6,230.4,0.0,14,5.66,1,0,0,1,0,2021114.7,False,False,False,False,False,False,False,False,230.4,12,0
3,2,116.1,233.9,7,5.27,0,0,1,0,1,1186375.42,False,False,False,False,False,False,False,True,116.1,5,0
2,1,172.2,250.6,17,11.7,0,0,0,1,1,906136.96,False,True,False,False,False,True,False,False,172.2,3,0
3,3,151.8,366.1,18,5.08,1,0,1,0,1,1327300.7,False,False,False,False,False,False,True,False,151.8,6,0
2,1,121.7,255.3,18,4.08,1,0,0,0,0,661109.42,False,False,True,False,False,True,False,False,121.7,3,0
3,2,203.1,352.4,11,8.84,1,0,0,0,1,2607763.81,False,False,False,False,False,True,False,False,203.1,5,0
4,4,196.9,0.0,1,7.73,0,0,0,1,0,1909142.28,False,False,False,False,False,False,False,False,196.9,8,0
3,2,166.5,245.0,26,4.87,1,0,1,1,0,853292.06,True,False,False,False,False,True,False,False,166.5,5,0
3,2,163.0,0.0,25,2.51,1,0,0,1,0,1245557.02,False,False,False,False,False,False,False,False,163.0,5,0
5,5,257.6,594.8,17,4.52,1,1,1,0,0,3343319.22,False,False,False,False,False,False,False,True,257.6,10,0
4,4,174.9,0.0,16,9.33,1,0,0,1,1,443649.36,True,False,False,False,False,False,False,False,174.9,8,0
4,4,201.9,321.0,7,19.42,0,0,0,1,0,1113483.79,False,True,False,False,False,True,False,False,201.9,8,1
3,2,195.2,0.0,4,2.88,1,0,0,0,1,1460616.5,False,False,False,False,True,False,False,False,195.2,5,0
5,4,254.1,0.0,24,1.27,0,0,1,0,0,1734797.11,False,False,False,False,False,False,False,False,254.1,9,0
2,1,143.6,185.7,2,5.43,1,0,1,1,0,866520.18,True,False,False,False,False,True,False,False,143.6,3,0
3,2,138.9,0.0,19,1.07,1,0,1,0,0,1138523.01,False,False,False,False,False,False,False,False,138.9,5,0
3,3,159.9,351.5,12,1.65,1,0,1,0,1,839106.66,False,False,False,True,False,True,False,False,159.9,6,0
4,3,213.0,0.0,26,6.92,0,0,1,1,0,336350.65,False,False,False,True,False,False,False,False,213.0,7,0
3,2,170.0,0.0,23,8.2,1,0,0,1,1,520206.86,False,False,True,False,False,False,False,False,170.0,5,0
6,5,277.5,502.8,18,25.86,1,0,0,1,0,1109116.55,False,True,False,False,False,True,False,False,277.5,11,1
6,6,324.1,0.0,27,3.27,1,0,0,0,0,1693733.13,False,False,False,False,False,False,False,False,324.1,12,0
5,4,285.7,506.0,3,25.59,0,0,0,1,1,1364687.39,False,True,False,False,False,True,False,False,285.7,9,1
3,3,184.9,450.1,5,7.13,0,0,0,1,1,1362023.01,False,False,False,False,True,False,True,False,184.9,6,0
5,5,235.9,389.4,21,12.69,1,0,1,0,0,873641.0,False,False,False,True,False,False,False,True,235.9,10,0
4,4,231.9,0.0,2,11.98,0,0,0,0,0,1174069.2,False,False,False,False,True,False,False,False,231.9,8,0
4,3,213.6,0.0,9,7.69,0,0,0,0,0,890874.65,False,True,False,False,False,False,False,False,213.6,7,0
4,4,171.4,0.0,18,1.26,1,0,0,1,1,1213111.44,False,False,False,False,False,False,False,False,171.4,8,0
4,4,228.3,0.0,10,12.75,0,0,0,1,1,1369406.08,False,False,False,False,False,False,False,False,228.3,8,0
1,1,91.6,218.4,21,1.72,1,0,1,0,1,436129.63,False,False,True,False,False,False,True,False,91.6,2,0
4,4,192.0,330.6,25,5.94,1,0,0,1,0,1788447.39,False,False,False,False,False,True,False,False,192.0,8,0
3,2,180.3,0.0,18,6.21,0,0,1,0,0,980059.6,False,False,False,False,True,False,False,False,180.3,5,0
2,2,154.2,280.1,20,3.92,0,0,1,1,1,1308620.46,False,False,False,False,False,False,False,True,154.2,4,0
3,3,166.1,206.7,7,3.38,1,0,1,1,1,2042105.1,False,False,False,False,False,False,True,False,166.1,6,0
5,5,220.6,0.0,22,16.63,0,0,0,0,1,781412.2,False,False,False,False,True,False,False,False,220.6,10,1
4,3,178.7,0.0,25,24.04,0,0,0,1,1,717092.02,False,False,False,False,False,False,False,False,178.7,7,1
4,4,209.4,287.2,8,4.72,0,0,0,1,1,2322187.04,False,False,False,False,False,True,False,False,209.4,8,0
5,4,280.2,0.0,7,6.19,0,0,1,1,1,2223546.62,False,False,False,False,False,False,False,False,280.2,9,0
3,2,210.4,315.9,4,0.65,1,0,0,1,0,2743313.04,False,False,False,False,True,True,False,False,210.4,5,0
4,3,211.0,0.0,25,3.5,0,0,1,0,0,418331.98,True,False,False,False,False,False,False,False,211.0,7,0
5,5,238.2,0.0,21,10.81,0,0,1,0,1,1291338.94,False,False,False,False,False,False,False,False,238.2,10,0
4,3,206.1,0.0,9,4.98,1,0,0,0,1,1654975.11,False,False,False,False,False,False,False,False,206.1,7,0
3,2,167.3,400.4,16,2.19,1,0,1,1,0,1163036.27,False,True,False,False,False,False,True,False,167.3,5,0
1,1,71.6,0.0,24,14.11,1,0,0,0,0,317159.53,False,False,False,False,False,False,False,False,71.6,2,0
4,4,229.1,371.1,12,17.67,1,0,1,0,1,1791084.84,False,False,False,False,True,True,False,False,229.1,8,1
5,4,269.0,357.6,13,1.33,0,0,1,0,1,2132498.13,False,False,False,False,True,True,False,False,269.0,9,0
3,2,206.8,346.3,0,7.62,1,0,1,0,1,1528306.4,False,True,False,False,False,False,False,True,206.8,5,0
4,3,164.1,389.2,26,1.5,0,0,1,1,1,1144117.19,False,False,False,False,False,False,True,False,164.1,7,0
4,4,196.4,306.5,8,4.58,1,0,1,0,1,1520470.92,False,False,True,False,False,True,False,False,196.4,8,0
2,1,171.3,0.0,16,9.7,0,0,0,1,0,401699.03,True,False,False,False,False,False,False,False,171.3,3,0
4,4,198.4,0.0,16,10.86,0,0,1,1,0,462746.19,True,False,False,False,False,False,False,False,198.4,8,0
2,2,113.4,248.2,28,10.77,1,1,1,0,0,615990.43,False,False,False,False,True,True,False,False,113.4,4,0
2,2,144.1,337.6,21,15.19,1,0,0,0,0,339945.08,False,False,False,True,False,True,False,False,144.1,4,1
3,2,139.6,193.1,22,22.47,0,0,1,1,1,722842.77,False,False,False,False,True,False,False,True,139.6,5,1
3,3,159.4,0.0,18,15.75,1,0,0,0,1,621373.7,False,True,False,False,False,False,False,False,159.4,6,1
4,4,155.2,0.0,15,0.85,0,0,1,0,1,439197.63,True,False,False,False,False,False,False,False,155.2,8,0
4,4,193.2,355.0,14,3.77,0,0,0,0,0,768116.42,True,False,False,False,False,True,False,False,193.2,8,0
2,1,142.3,304.7,18,3.2,1,0,1,1,1,2016179.65,False,False,False,False,False,True,False,False,142.3,3,0
3,2,197.2,0.0,14,2.74,0,0,1,0,1,928475.98,False,False,True,False,False,False,False,False,197.2,5,0
3,2,154.9,0.0,9,1.62,0,0,0,0,1,486310.43,False,False,False,True,False,False,False,False,154.9,5,0
3,2,149.3,185.7,20,15.08,1,0,1,0,0,396180.62,False,False,False,True,False,False,False,True,149.3,5,1
3,2,197.0,0.0,24,1.04,0,0,0,0,1,420051.53,False,False,False,True,False,False,False,False,197.0,5,0
3,2,181.4,0.0,10,10.11,0,0,1,1,1,834703.95,False,True,False,False,False,False,False,False,181.4,5,0
4,4,208.3,0.0,9,4.63,0,0,1,0,1,696027.42,True,False,False,False,False,False,False,False,208.3,8,0
5,4,208.7,0.0,11,6.69,1,0,1,0,0,1424656.83,False,False,False,False,False,False,False,False,208.7,9,0
6,6,243.7,347.0,26,8.18,0,0,0,0,1,1484020.42,False,False,False,False,False,True,False,False,243.7,12,0
3,3,152.7,312.9,24,2.02,0,0,1,1,0,1320190.22,False,False,False,False,False,False,True,False,152.7,6,0
2,1,101.9,0.0,6,1.4,0,0,0,1,1,1126036.46,False,False,False,False,False,False,False,False,101.9,3,0
3,2,183.8,0.0,15,4.38,0,0,0,0,1,416036.52,False,False,False,True,False,False,False,False,183.8,5,0
4,3,216.1,0.0,0,1.38,1,0,0,0,0,1273785.19,False,False,True,False,False,False,False,False,216.1,7,0
4,3,185.0,299.5,18,7.67,0,1,0,0,1,1122654.06,False,True,False,False,False,False,False,True,185.0,7,0
4,4,248.5,486.5,8,6.17,1,0,1,0,1,2600343.17,False,False,False,False,False,False,False,True,248.5,8,0
2,2,106.4,134.9,14,25.46,0,0,1,0,0,709620.89,False,False,False,False,False,True,False,False,106.4,4,1
1,1,72.4,0.0,12,7.1,1,0,1,1,1,253563.6,True,False,False,False,False,False,False,False,72.4,2,0
3,2,202.0,301.4,9,9.45,1,0,0,0,1,1008181.59,True,False,False,False,False,True,False,False,202.0,5,0
3,3,199.8,491.0,22,23.12,0,0,0,0,1,645429.74,True,False,False,False,False,True,False,False,199.8,6,1
3,2,155.4,346.1,20,13.62,0,0,0,1,0,1335514.9,False,False,False,False,False,False,False,True,155.4,5,0
6,5,294.8,596.8,13,1.28,0,0,1,1,1,2083100.62,False,False,True,False,False,True,False,False,294.8,11,0
5,4,260.2,0.0,12,11.84,1,0,0,0,0,593783.91,False,False,False,True,False,False,False,False,260.2,9,0
5,5,235.1,307.0,22,10.87,1,0,1,0,0,1062816.4,False,False,True,False,False,False,False,True,235.1,10,0
2,1,123.0,0.0,19,5.9,0,0,0,0,1,716360.51,False,False,False,False,False,False,False,False,123.0,3,0
3,3,216.1,0.0,14,5.2,0,0,1,0,0,1294439.39,False,False,False,False,False,False,False,False,216.1,6,0
4,3,218.5,289.5,9,10.18,1,0,1,0,0,1817732.3,False,True,False,False,False,True,False,False,218.5,7,0
2,1,155.9,353.9,22,3.56,0,0,1,0,0,533907.34,False,False,False,True,False,True,False,False,155.9,3,0
3,2,189.2,335.2,26,2.14,1,0,0,0,0,929777.01,True,False,False,False,False,True,False,False,189.2,5,0
5,4,232.3,0.0,12,3.67,0,0,0,1,0,1884476.2,False,False,False,False,False,False,False,False,232.3,9,0
4,4,216.4,361.0,11,27.99,1,0,0,0,0,1236745.22,False,False,False,False,False,False,False,True,216.4,8,1
3,2,168.0,0.0,24,8.3,0,0,1,0,1,397047.78,True,False,False,False,False,False,False,False,168.0,5,0
2,2,115.7,0.0,20,4.98,1,0,1,0,0,496036.28,False,True,False,False,False,False,False,False,115.7,4,0
4,3,199.7,490.7,6,6.88,0,0,1,1,1,2370505.38,False,False,False,False,False,True,False,False,199.7,7,0
2,1,176.4,0.0,12,26.22,0,0,1,1,0,802757.01,False,False,False,False,False,False,False,False,176.4,3,1
4,4,206.0,0.0,17,9.51,1,0,0,0,1,940442.89,False,False,False,False,True,False,False,False,206.0,8,0
4,4,208.3,0.0,11,15.74,1,0,0,1,0,1291684.29,False,False,False,False,False,False,False,False,208.3,8,1
4,4,215.2,484.5,20,1.42,1,0,1,1,1,1221269.37,True,False,False,False,False,True,False,False,215.2,8,0
2,2,105.1,154.6,2,8.83,1,0,0,1,1,862490.26,False,True,False,False,False,True,False,False,105.1,4,0
3,3,172.4,403.0,23,9.18,0,0,0,0,1,1483346.25,False,False,False,False,False,True,False,False,172.4,6,0
4,4,207.4,0.0,20,6.87,0,0,0,0,1,1118846.68,False,False,False,False,False,False,False,False,207.4,8,0
2,1,160.2,0.0,20,1.51,0,0,0,0,1,916418.03,False,False,False,False,True,False,False,False,160.2,3,0
3,2,179.4,424.2,17,1.14,0,0,1,1,0,1842995.6,False,False,False,False,False,False,False,True,179.4,5,0
6,6,275.4,684.6,20,2.35,1,0,0,0,1,1938410.92,False,True,False,False,False,True,False,False,275.4,12,0
1,1,84.3,0.0,9,26.42,1,0,0,0,1,191861.13,True,False,False,False,False,False,False,False,84.3,2,1
2,2,127.8,0.0,6,1.11,1,0,0,0,1,776042.79,False,False,False,False,False,False,False,False,127.8,4,0
3,3,186.5,315.1,21,11.69,1,0,0,1,0,952292.76,False,False,True,False,False,False,False,True,186.5,6,0
4,4,201.1,269.0,3,15.5,0,0,1,1,1,1005902.6,False,False,False,True,False,True,False,False,201.1,8,1
2,1,125.0,158.7,12,3.48,0,0,0,0,1,806285.45,False,False,False,False,True,False,False,True,125.0,3,0
2,1,144.6,239.6,19,10.63,0,0,1,1,0,1254414.8,False,False,False,False,False,False,False,True,144.6,3,0
4,4,185.8,0.0,5,2.24,0,0,1,0,0,1414808.02,False,False,False,False,False,False,False,False,185.8,8,0
3,2,171.6,421.9,13,8.22,0,0,0,1,0,1381430.66,False,False,False,False,False,True,False,False,171.6,5,0
5,5,250.1,0.0,18,28.57,1,0,1,1,1,826910.47,False,False,False,False,True,False,False,False,250.1,10,1
3,3,207.6,514.1,20,2.72,0,0,1,0,0,1160869.37,False,False,True,False,False,True,False,False,207.6,6,0
3,3,177.2,355.0,23,4.44,0,1,0,0,0,943009.36,False,False,True,False,False,True,False,False,177.2,6,0
3,3,174.2,301.9,20,18.1,0,1,1,0,0,644332.09,False,False,True,False,False,False,False,True,174.2,6,1
3,3,168.2,0.0,11,3.06,0,0,1,0,1,370555.69,False,False,False,True,False,False,False,False,168.2,6,0
3,3,148.8,259.8,28,5.44,1,1,1,1,0,1279456.73,False,False,False,False,True,True,False,False,148.8,6,0
3,3,200.2,0.0,28,8.09,1,0,1,1,0,1060998.92,False,False,False,False,True,False,False,False,200.2,6,0
3,2,185.6,0.0,4,15.46,1,0,1,0,1,1184610.37,False,False,False,False,False,False,False,False,185.6,5,1
2,1,136.4,0.0,24,3.67,0,0,0,1,1,876924.46,False,False,False,False,False,False,False,False,136.4,3,0
4,4,197.9,394.0,14,1.78,1,0,1,1,1,2655479.83,False,False,False,False,False,True,False,False,197.9,8,0
2,1,163.9,199.8,1,7.33,0,0,1,0,1,857778.25,False,False,False,True,False,True,False,False,163.9,3,0
3,2,179.3,418.3,6,4.35,1,0,1,0,0,1170972.31,False,True,False,False,False,False,True,False,179.3,5,0
4,4,176.1,254.0,9,2.46,1,1,1,1,0,1623675.06,False,True,False,False,False,True,False,False,176.1,8,0
2,2,175.7,0.0,28,6.83,1,0,1,1,0,419664.79,False,False,False,True,False,False,False,False,175.7,4,0
3,3,184.7,267.0,20,17.91,1,0,1,0,0,1207308.07,False,False,False,False,True,True,False,False,184.7,6,1
4,3,206.7,0.0,15,1.85,1,0,1,0,0,1687876.26,False,False,False,False,False,False,False,False,206.7,7,0
3,3,182.2,303.6,0,5.56,0,0,0,1,1,1463721.29,False,True,False,False,False,False,False,True,182.2,6,0
2,2,143.9,0.0,19,5.34,0,0,0,1,1,449537.22,False,False,True,False,False,False,False,False,143.9,4,0
3,3,210.5,358.7,17,2.49,0,0,0,0,0,1227691.6,False,True,False,False,False,True,False,False,210.5,6,0
4,4,188.6,244.4,17,3.34,1,0,1,1,0,1867296.57,False,False,False,False,False,False,False,True,188.6,8,0
4,3,205.6,313.7,29,16.46,0,1,0,0,1,1127020.71,False,False,False,False,False,True,False,False,205.6,7,1
6,6,265.5,609.2,18,18.62,0,1,1,1,0,1390913.89,False,True,False,False,False,True,False,False,265.5,12,1
6,6,230.0,0.0,3,7.44,1,0,1,0,0,2244373.38,False,False,False,False,False,False,False,False,230.0,12,0
5,5,233.9,464.8,24,5.58,0,0,1,0,0,1947258.96,False,False,False,False,False,True,False,False,233.9,10,0
4,4,192.6,0.0,18,12.56,0,0,0,1,0,435230.49,False,False,False,True,False,False,False,False,192.6,8,0
2,2,138.5,188.2,28,3.88,0,0,0,0,1,563447.97,False,False,True,False,False,False,False,True,138.5,4,0
4,4,189.2,415.2,23,9.3,0,0,0,0,1,596325.94,True,False,False,False,False,False,False,True,189.2,8,0
3,2,189.0,0.0,18,5.67,0,0,0,1,0,835632.18,False,True,False,False,False,False,False,False,189.0,5,0
5,4,222.8,530.6,28,6.41,1,0,1,1,1,1313116.47,False,False,False,False,True,False,False,True,222.8,9,0
3,3,174.3,345.0,4,11.22,0,0,0,0,1,1110325.93,False,False,False,False,True,False,False,True,174.3,6,0
4,4,195.5,407.0,7,1.88,0,0,1,0,0,2411178.66,False,False,False,False,False,False,False,True,195.5,8,0
2,2,144.6,347.4,9,2.77,0,0,1,0,1,818493.22,True,False,False,False,False,True,False,False,144.6,4,0
5,5,207.2,0.0,1,1.29,1,0,0,0,1,726123.05,False,False,False,True,False,False,False,False,207.2,10,0
4,4,233.0,400.1,12,2.83,0,0,1,1,0,2603596.01,False,False,False,False,False,False,False,True,233.0,8,0
6,6,262.6,0.0,14,1.81,1,0,1,0,0,1213088.36,False,False,True,False,False,False,False,False,262.6,12,0
4,4,206.4,461.6,26,8.03,0,0,1,0,0,1492576.07,False,False,False,False,False,False,False,True,206.4,8,0
2,2,111.4,136.7,8,10.08,1,0,1,0,0,523414.36,True,False,False,False,False,False,False,True,111.4,4,0
4,4,204.4,0.0,1,11.1,1,0,0,0,0,1235384.14,False,False,False,False,False,False,False,False,204.4,8,0
3,3,152.1,246.2,3,4.22,0,0,0,0,1,1209276.69,False,False,False,False,True,False,False,True,152.1,6,0
5,5,222.8,0.0,18,3.34,0,0,0,0,1,625426.04,True,False,False,False,False,False,False,False,222.8,10,0
2,1,184.5,0.0,21,4.27,0,0,0,0,1,1317890.36,False,False,False,False,False,False,False,False,184.5,3,0
4,3,200.0,381.1,14,9.9,1,0,1,0,1,1104523.14,False,False,True,False,False,True,False,False,200.0,7,0
